,Unnamed: 0,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,is_legendary,is_mythical,is_mega
189,189,Bayleef,2.0,Leaf Pokemon,"['Overgrow', 'Leaf Guard']",1.2,15.8,Grass,None,0.0,0.0,0.0
190,190,Meganium,2.0,Herb Pokemon,"['Overgrow', 'Leaf Guard']",1.8,100.5,Grass,None,0.0,0.0,0.0
191,191,Cyndaquil,2.0,Fire Mouse Pokemon,"['Blaze', 'Flash Fire']",0.5,7.9,Fire,None,0.0,0.0,0.0
192,192,Quilava,2.0,Volcano Pokemon,"['Blaze', 'Flash Fire']",0.9,19.0,Fire,None,0.0,0.0,0.0
193,193,Typhlosion,2.0,Volcano Pokemon,"['Blaze', 'Flash Fire']",1.7,79.5,Fire,None,0.0,0.0,0.0
194,194,Totodile,2.0,Big Jaw Pokemon,"['Torrent', 'Sheer Force']",0.6,9.5,Water,None,0.0,0.0,0.0
195,195,Croconaw,2.0,Big Jaw Pokemon,"['Torrent', 'Sheer Force']",1.1,25.0,Water,None,0.0,0.0,0.0
196,196,Feraligatr,2.0,Big Jaw Pokemon,"['Torrent', 'Sheer Force']",2.3,88.8,Water,None,0.0,0.0,0.0
197,197,Sentret,2.0,Scout Pokemon,"['Run Away', 'Keen Eye', 'Frisk']",0.8,6.0,Normal,None,0.0,0.0,0.0
198,198,Furret,2.0,Long Body Pokemon,"['Run Away', 'Keen Eye', 'Frisk']",1.8,32.5,Normal,None,0.0,0.0,0.0
199,199,Hoothoot,2.0,Owl Pokemon,"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.7,21.2,Normal,Flying,0.0,0.0,0.0
200,200,Noctowl,2.0,Owl Pokemon,"['Insomnia', 'Keen Eye', 'Tinted Lens']",1.6,40.8,Normal,Flying,0.0,0.0,0.0
201,201,Ledyba,2.0,Five Star Pokemon,"['Swarm', 'Early Bird', 'Rattled']",1.0,10.8,Bug,Flying,0.0,0.0,0.0
202,202,Ledian,2.0,Five Star Pokemon,"['Swarm', 'Early Bird', 'Iron Fist']",1.4,35.6,Bug,Flying,0.0,0.0,0.0
203,203,Spinarak,2.0,String Spit Pokemon,"['Swarm', 'Insomnia', 'Sniper']",0.5,8.5,Bug,Poison,0.0,0.0,0.0
204,204,Ariados,2.0,Long Leg Pokemon,"['Swarm', 'Insomnia', 'Sniper']",1.1,33.5,Bug,Poison,0.0,0.0,0.0
205,205,Crobat,2.0,Bat Pokemon,"['Inner Focus', 'Infiltrator']",1.8,75.0,Poison,Flying,0.0,0.0,0.0
206,206,Chinchou,2.0,Angler Pokemon,"['Volt Absorb', 'Illuminate', 'Water Absorb']",0.5,12.0,Water,Electric,0.0,0.0,0.0
207,207,Lanturn,2.0,Light Pokemon,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.2,22.5,Water,Electric,0.0,0.0,0.0
208,208,Pichu,2.0,Tiny Mouse Pokemon,"['Static', 'Lightning Rod']",0.3,2.0,Electric,None,0.0,0.0,0.0
209,209,Cleffa,2.0,Star Shape Pokemon,"['Cute Charm', 'Magic Guard', 'Friend Guard']",0.3,3.0,Fairy,None,0.0,0.0,0.0
210,210,Igglybuff,2.0,Balloon Pokemon,"['Cute Charm', 'Competitive', 'Friend Guard']",0.3,1.0,Normal,Fairy,0.0,0.0,0.0
211,211,Togepi,2.0,Spike Ball Pokemon,"['Hustle', 'Serene Grace', 'Super Luck']",0.3,1.5,Fairy,None,0.0,0.0,0.0
212,212,Togetic,2.0,Happiness Pokemon,"['Hustle', 'Serene Grace', 'Super Luck']",0.6,3.2,Fairy,Flying,0.0,0.0,0.0
213,213,Natu,2.0,Tiny Bird Pokemon,"['Synchronize', 'Early Bird', 'Magic Bounce']",0.2,2.0,Psychic,Flying,0.0,0.0,0.0
214,214,Xatu,2.0,Mystic Pokemon,"['Synchronize', 'Early Bird', 'Magic Bounce']",1.5,15.0,Psychic,Flying,0.0,0.0,0.0
215,215,Mareep,2.0,Wool Pokemon,"['Static', 'Plus']",0.6,7.8,Electric,None,0.0,0.0,0.0
216,216,Flaaffy,2.0,Wool Pokemon,"['Static', 'Plus']",0.8,13.3,Electric,None,0.0,0.0,0.0
217,217,Ampharos,2.0,Light Pokemon,"['Static', 'Plus']",1.4,61.5,Electric,None,0.0,0.0,0.0
218,218,Mega Ampharos,2.0,Light Pokemon,['Mold Breaker'],1.4,61.5,Electric,Dragon,0.0,0.0,1.0
219,219,Bellossom,2.0,Flower Pokemon,"['Chlorophyll', 'Healer']",0.4,5.8,Grass,None,0.0,0.0,0.0
220,220,Marill,2.0,Aqua Mouse Pokemon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.4,8.5,Water,Fairy,0.0,0.0,0.0
221,221,Azumarill,2.0,Aqua Rabbit Pokemon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.8,28.5,Water,Fairy,0.0,0.0,0.0
222,222,Sudowoodo,2.0,Imitation Pokemon,"['Sturdy', 'Rock Head', 'Rattled']",1.2,38.0,Rock,None,0.0,0.0,0.0
223,223,Politoed,2.0,Frog Pokemon,"['Water Absorb', 'Damp', 'Drizzle']",1.1,33.9,Water,None,0.0,0.0,0.0
224,224,Hoppip,2.0,Cottonweed Pokemon,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",0.4,0.5,Grass,Flying,0.0,0.0,0.0
225,225,Skiploom,2.0,Cottonweed Pokemon,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",0.6,1.0,Grass,Flying,0.0,0.0,0.0
226,226,Jumpluff,2.0,Cottonweed Pokemon,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",0.8,3.0,Grass,Flying,0.0,0.0,0.0
227,227,Aipom,2.0,Long Tail Pokemon,"['Run Away', 'Pickup', 'Skill Link']",0.8,11.5,Normal,None,0.0,0.0,0.0
228,228,Sunkern,2.0,Seed Pokemon,"['Chlorophyll', 'Solar Power', 'Early Bird']",0.3,1.8,Grass,None,0.0,0.0,0.0
229,229,Sunflora,2.0,Sun Pokemon,"['Chlorophyll', 'Solar Power', 'Early Bird']",0.8,8.5,Grass,None,0.0,0.0,0.0
230,230,Yanma,2.0,Clear Wing Pokemon,"['Speed Boost', 'Compound Eyes', 'Frisk']",1.2,38.0,Bug,Flying,0.0,0.0,0.0
231,231,Wooper,2.0,Water Fish Pokemon,"['Damp', 'Water Absorb', 'Unaware']",0.4,8.5,Water,Ground,0.0,0.0,0.0
232,232,Quagsire,2.0,Water Fish Pokemon,"['Damp', 'Water Absorb', 'Unaware']",1.4,75.0,Water,Ground,0.0,0.0,0.0
233,233,Espeon,2.0,Sun Pokemon,"['Synchronize', 'Magic Bounce']",0.9,26.5,Psychic,None,0.0,0.0,0.0
234,234,Umbreon,2.0,Moonlight Pokemon,"['Synchronize', 'Inner Focus']",1.0,27.0,Dark,None,0.0,0.0,0.0
235,235,Murkrow,2.0,Darkness Pokemon,"['Insomnia', 'Super Luck', 'Prankster']",0.5,2.1,Dark,Flying,0.0,0.0,0.0
236,236,Slowking,2.0,Royal Pokemon,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,79.5,Water,Psychic,0.0,0.0,0.0
237,237,Misdreavus,2.0,Screech Pokemon,['Levitate'],0.7,1.0,Ghost,None,0.0,0.0,0.0
238,238,Unown,2.0,Symbol Pokemon,['Levitate'],0.5,5.0,Psychic,None,0.0,0.0,0.0
239,239,Wobbuffet,2.0,Patient Pokemon,"['Shadow Tag', 'Telepathy']",1.3,28.5,Psychic,None,0.0,0.0,0.0
240,240,Girafarig,2.0,Long Neck Pokemon,"['Inner Focus', 'Early Bird', 'Sap Sipper']",1.5,41.5,Normal,Psychic,0.0,0.0,0.0
241,241,Pineco,2.0,Bagworm Pokemon,"['Sturdy', 'Overcoat']",0.6,7.2,Bug,None,0.0,0.0,0.0
242,242,Forretress,2.0,Bagworm Pokemon,"['Sturdy', 'Overcoat']",1.2,125.8,Bug,Steel,0.0,0.0,0.0
243,243,Dunsparce,2.0,Land Snake Pokemon,"['Serene Grace', 'Run Away', 'Rattled']",1.5,14.0,Normal,None,0.0,0.0,0.0
244,244,Gligar,2.0,FlyScorpion Pokemon,"['Hyper Cutter', 'Sand Veil', 'Immunity']",1.1,64.8,Ground,Flying,0.0,0.0,0.0
245,245,Steelix,2.0,Iron Snake Pokemon,"['Rock Head', 'Sturdy', 'Sheer Force']",9.2,400.0,Steel,Ground,0.0,0.0,0.0
246,246,Mega Steelix,2.0,Iron Snake Pokemon,['Sand Force'],10.5,740.0,Steel,Ground,0.0,0.0,1.0
247,247,Snubbull,2.0,Fairy Pokemon,"['Intimidate', 'Run Away', 'Rattled']",0.6,7.8,Fairy,None,0.0,0.0,0.0
248,248,Granbull,2.0,Fairy Pokemon,"['Intimidate', 'Quick Feet', 'Rattled']",1.4,48.7,Fairy,None,0.0,0.0,0.0
249,249,Qwilfish,2.0,Balloon Pokemon,"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,3.9,Water,Poison,0.0,0.0,0.0
250,250,Scizor,2.0,Pincer Pokemon,"['Swarm', 'Technician', 'Light Metal']",1.8,118.0,Bug,Steel,0.0,0.0,0.0
251,251,Mega Scizor,2.0,Pincer Pokemon,['Technician'],2.0,125.0,Bug,Steel,0.0,0.0,1.0
252,252,Shuckle,2.0,Mold Pokemon,"['Sturdy', 'Gluttony', 'Contrary']",0.6,20.5,Bug,Rock,0.0,0.0,0.0
253,253,Heracross,2.0,Single Horn Pokemon,"['Swarm', 'Guts', 'Moxie']",1.5,54.0,Bug,Fighting,0.0,0.0,0.0
254,254,Mega Heracross,2.0,Single Horn Pokemon,['Skill Link'],1.7,62.5,Bug,Fighting,0.0,0.0,1.0
255,255,Sneasel,2.0,Sharp Claw Pokemon,"['Inner Focus', 'Keen Eye', 'Pickpocket']",0.9,28.0,Dark,Ice,0.0,0.0,0.0
256,256,Teddiursa,2.0,Little Bear Pokemon,"['Pickup', 'Quick Feet', 'Honey Gather']",0.6,8.8,Normal,None,0.0,0.0,0.0
257,257,Ursaring,2.0,Hibernator Pokemon,"['Guts', 'Quick Feet', 'Unnerve']",1.8,125.8,Normal,None,0.0,0.0,0.0
258,258,Slugma,2.0,Lava Pokemon,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.7,35.0,Fire,None,0.0,0.0,0.0
259,259,Magcargo,2.0,Lava Pokemon,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.8,55.0,Fire,Rock,0.0,0.0,0.0
260,260,Swinub,2.0,Pig Pokemon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",0.4,6.5,Ice,Ground,0.0,0.0,0.0
261,261,Piloswine,2.0,Swine Pokemon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.1,55.8,Ice,Ground,0.0,0.0,0.0
262,262,Corsola,2.0,Coral Pokemon,"['Hustle', 'Natural Cure', 'Regenerator']",0.6,5.0,Water,Rock,0.0,0.0,0.0
263,263,Galarian Corsola,2.0,Coral Pokemon,"['Weak Armor', 'Cursed Body']",0.6,0.5,Ghost,None,0.0,0.0,0.0
264,264,Remoraid,2.0,Jet Pokemon,"['Hustle', 'Sniper', 'Moody']",0.6,12.0,Water,None,0.0,0.0,0.0
265,265,Octillery,2.0,Jet Pokemon,"['Suction Cups', 'Sniper', 'Moody']",0.9,28.5,Water,None,0.0,0.0,0.0
266,266,Delibird,2.0,Delivery Pokemon,"['Vital Spirit', 'Hustle', 'Insomnia']",0.9,16.0,Ice,Flying,0.0,0.0,0.0
267,267,Mantine,2.0,Kite Pokemon,"['Swift Swim', 'Water Absorb', 'Water Veil']",2.1,220.0,Water,Flying,0.0,0.0,0.0
268,268,Skarmory,2.0,Armor Bird Pokemon,"['Keen Eye', 'Sturdy', 'Weak Armor']",1.7,50.5,Steel,Flying,0.0,0.0,0.0
269,269,Houndour,2.0,Dark Pokemon,"['Early Bird', 'Flash Fire', 'Unnerve']",0.6,10.8,Dark,Fire,0.0,0.0,0.0
270,270,Houndoom,2.0,Dark Pokemon,"['Early Bird', 'Flash Fire', 'Unnerve']",1.4,35.0,Dark,Fire,0.0,0.0,0.0
271,271,Mega Houndoom,2.0,Dark Pokemon,['Solar Power'],1.9,49.5,Dark,Fire,0.0,0.0,1.0
272,272,Kingdra,2.0,Dragon Pokemon,"['Swift Swim', 'Sniper', 'Damp']",1.8,152.0,Water,Dragon,0.0,0.0,0.0
273,273,Phanpy,2.0,Long Nose Pokemon,"['Pickup', 'Sand Veil']",0.5,33.5,Ground,None,0.0,0.0,0.0
274,274,Donphan,2.0,Armor Pokemon,"['Sturdy', 'Sand Veil']",1.1,120.0,Ground,None,0.0,0.0,0.0
275,275,Porygon2,2.0,Virtual Pokemon,"['Trace', 'Download', 'Analytic']",0.6,32.5,Normal,None,0.0,0.0,0.0
276,276,Stantler,2.0,Big Horn Pokemon,"['Intimidate', 'Frisk', 'Sap Sipper']",1.4,71.2,Normal,None,0.0,0.0,0.0
277,277,Smeargle,2.0,Painter Pokemon,"['Own Tempo', 'Technician', 'Moody']",1.2,58.0,Normal,None,0.0,0.0,0.0
278,278,Tyrogue,2.0,Scuffle Pokemon,"['Guts', 'Steadfast', 'Vital Spirit']",0.7,21.0,Fighting,None,0.0,0.0,0.0
279,279,Hitmontop,2.0,Handstand Pokemon,"['Intimidate', 'Technician', 'Steadfast']",1.4,48.0,Fighting,None,0.0,0.0,0.0
280,280,Smoochum,2.0,Kiss Pokemon,"['Oblivious', 'Forewarn', 'Hydration']",0.4,6.0,Ice,Psychic,0.0,0.0,0.0
281,281,Elekid,2.0,Electric Pokemon,"['Static', 'Vital Spirit']",0.6,23.5,Electric,None,0.0,0.0,0.0
282,282,Magby,2.0,Live Coal Pokemon,"['Flame Body', 'Vital Spirit']",0.7,21.4,Fire,None,0.0,0.0,0.0
283,283,Miltank,2.0,Milk Cow Pokemon,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.2,75.5,Normal,None,0.0,0.0,0.0
284,284,Blissey,2.0,Happiness Pokemon,"['Natural Cure', 'Serene Grace', 'Healer']",1.5,46.8,Normal,None,0.0,0.0,0.0
285,285,Raikou,2.0,Thunder Pokemon,"['Pressure', 'Inner Focus']",1.9,178.0,Electric,None,1.0,0.0,0.0
286,286,Entei,2.0,Volcano Pokemon,"['Pressure', 'Inner Focus']",2.1,198.0,Fire,None,1.0,0.0,0.0
287,287,Suicune,2.0,Aurora Pokemon,"['Pressure', 'Inner Focus']",2.0,187.0,Water,None,1.0,0.0,0.0
288,288,Larvitar,2.0,Rock Skin Pokemon,"['Guts', 'Sand Veil']",0.6,72.0,Rock,Ground,0.0,0.0,0.0
289,289,Pupitar,2.0,Hard Shell Pokemon,['Shed Skin'],1.2,152.0,Rock,Ground,0.0,0.0,0.0
290,290,Tyranitar,2.0,Armor Pokemon,"['Sand Stream', 'Unnerve']",2.0,202.0,Rock,Dark,0.0,0.0,0.0
291,291,Mega Tyranitar,2.0,Armor Pokemon,['Sand Stream'],2.5,255.0,Rock,Dark,0.0,0.0,1.0
292,292,Lugia,2.0,Diving Pokemon,"['Pressure', 'Multiscale']",5.2,216.0,Psychic,Flying,1.0,0.0,0.0
293,293,Ho-oh,2.0,Rainbow Pokemon,"['Pressure', 'Regenerator']",3.8,199.0,Fire,Flying,1.0,0.0,0.0
294,294,Celebi,2.0,Time Travel Pokemon,['Natural Cure'],0.6,5.0,Psychic,Grass,0.0,1.0,0.0
295,295,Treecko,3.0,Wood Gecko Pokemon,"['Overgrow', 'Unburden']",0.5,5.0,Grass,None,0.0,0.0,0.0
296,296,Grovyle,3.0,Wood Gecko Pokemon,"['Overgrow', 'Unburden']",0.9,21.6,Grass,None,0.0,0.0,0.0
297,297,Sceptile,3.0,Forest Pokemon,"['Overgrow', 'Unburden']",1.7,52.2,Grass,None,0.0,0.0,0.0
298,298,Mega Sceptile,3.0,Forest Pokemon,['Lightning Rod'],1.9,55.2,Grass,Dragon,0.0,0.0,1.0
299,299,Torchic,3.0,Chick Pokemon,"['Blaze', 'Speed Boost']",0.4,2.5,Fire,None,0.0,0.0,0.0
300,300,Combusken,3.0,Young Fowl Pokemon,"['Blaze', 'Speed Boost']",0.9,19.5,Fire,Fighting,0.0,0.0,0.0
301,301,Blaziken,3.0,Blaze Pokemon,"['Blaze', 'Speed Boost']",1.9,52.0,Fire,Fighting,0.0,0.0,0.0
302,302,Mega Blaziken,3.0,Blaze Pokemon,['Speed Boost'],1.9,52.0,Fire,Fighting,0.0,0.0,1.0
303,303,Mudkip,3.0,Mud Fish Pokemon,"['Torrent', 'Damp']",0.4,7.6,Water,None,0.0,0.0,0.0
304,304,Marshtomp,3.0,Mud Fish Pokemon,"['Torrent', 'Damp']",0.7,28.0,Water,Ground,0.0,0.0,0.0
305,305,Swampert,3.0,Mud Fish Pokemon,"['Torrent', 'Damp']",1.5,81.9,Water,Ground,0.0,0.0,0.0
306,306,Mega Swampert,3.0,Mud Fish Pokemon,['Swift Swim'],1.9,102.0,Water,Ground,0.0,0.0,1.0
307,307,Poochyena,3.0,Bite Pokemon,"['Run Away', 'Quick Feet', 'Rattled']",0.5,13.6,Dark,None,0.0,0.0,0.0
308,308,Mightyena,3.0,Bite Pokemon,"['Intimidate', 'Quick Feet', 'Moxie']",1.0,37.0,Dark,None,0.0,0.0,0.0
309,309,Zigzagoon,3.0,TinyRaccoon Pokemon,"['Pickup', 'Gluttony', 'Quick Feet']",0.4,17.5,Normal,None,0.0,0.0,0.0
310,310,Galarian Zigzagoon,3.0,Tiny Raccoon Pokemon,"['Pickup', 'Gluttony', 'Quick Feet']",0.4,17.5,Dark,Normal,0.0,0.0,0.0
311,311,Linoone,3.0,Rushing Pokemon,"['Pickup', 'Gluttony', 'Quick Feet']",0.5,32.5,Normal,None,0.0,0.0,0.0
312,312,Galarian Linoone,3.0,Rushing Pokemon,"['Pickup', 'Gluttony', 'Quick Feet']",0.5,32.5,Dark,Normal,0.0,0.0,0.0
313,313,Wurmple,3.0,Worm Pokemon,"['Shield Dust', 'Run Away']",0.3,3.6,Bug,None,0.0,0.0,0.0
314,314,Silcoon,3.0,Cocoon Pokemon,['Shed Skin'],0.6,10.0,Bug,None,0.0,0.0,0.0
315,315,Beautifly,3.0,Butterfly Pokemon,"['Swarm', 'Rivalry']",1.0,28.4,Bug,Flying,0.0,0.0,0.0
316,316,Cascoon,3.0,Cocoon Pokemon,['Shed Skin'],0.7,11.5,Bug,None,0.0,0.0,0.0
317,317,Dustox,3.0,Poison Moth Pokemon,"['Shield Dust', 'Compound Eyes']",1.2,31.6,Bug,Poison,0.0,0.0,0.0
318,318,Lotad,3.0,Water Weed Pokemon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",0.5,2.6,Water,Grass,0.0,0.0,0.0
319,319,Lombre,3.0,Jolly Pokemon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1.2,32.5,Water,Grass,0.0,0.0,0.0
320,320,Ludicolo,3.0,Carefree Pokemon,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1.5,55.0,Water,Grass,0.0,0.0,0.0
321,321,Seedot,3.0,Acorn Pokemon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",0.5,4.0,Grass,None,0.0,0.0,0.0
322,322,Nuzleaf,3.0,Wily Pokemon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1.0,28.0,Grass,Dark,0.0,0.0,0.0
323,323,Shiftry,3.0,Wicked Pokemon,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1.3,59.6,Grass,Dark,0.0,0.0,0.0
324,324,Taillow,3.0,TinySwallow Pokemon,"['Guts', 'Scrappy']",0.3,2.3,Normal,Flying,0.0,0.0,0.0
325,325,Swellow,3.0,Swallow Pokemon,"['Guts', 'Scrappy']",0.7,19.8,Normal,Flying,0.0,0.0,0.0
326,326,Wingull,3.0,Seagull Pokemon,"['Keen Eye', 'Hydration', 'Rain Dish']",0.6,9.5,Water,Flying,0.0,0.0,0.0
327,327,Pelipper,3.0,Water Bird Pokemon,"['Keen Eye', 'Drizzle', 'Rain Dish']",1.2,28.0,Water,Flying,0.0,0.0,0.0
328,328,Ralts,3.0,Feeling Pokemon,"['Synchronize', 'Trace', 'Telepathy']",0.4,6.6,Psychic,Fairy,0.0,0.0,0.0
329,329,Kirlia,3.0,Emotion Pokemon,"['Synchronize', 'Trace', 'Telepathy']",0.8,20.2,Psychic,Fairy,0.0,0.0,0.0
330,330,Gardevoir,3.0,Embrace Pokemon,"['Synchronize', 'Trace', 'Telepathy']",1.6,48.4,Psychic,Fairy,0.0,0.0,0.0
331,331,Mega Gardevoir,3.0,Embrace Pokemon,['Pixilate'],1.6,48.4,Psychic,Fairy,0.0,0.0,1.0
332,332,Surskit,3.0,Pond Skater Pokemon,"['Swift Swim', 'Rain Dish']",0.5,1.7,Bug,Water,0.0,0.0,0.0
333,333,Masquerain,3.0,Eyeball Pokemon,"['Intimidate', 'Unnerve']",0.8,3.6,Bug,Flying,0.0,0.0,0.0
334,334,Shroomish,3.0,Mushroom Pokemon,"['Effect Spore', 'Poison Heal', 'Quick Feet']",0.4,4.5,Grass,None,0.0,0.0,0.0
335,335,Breloom,3.0,Mushroom Pokemon,"['Effect Spore', 'Poison Heal', 'Technician']",1.2,39.2,Grass,Fighting,0.0,0.0,0.0
336,336,Slakoth,3.0,Slacker Pokemon,['Truant'],0.8,24.0,Normal,None,0.0,0.0,0.0
337,337,Vigoroth,3.0,Wild Monkey Pokemon,['Vital Spirit'],1.4,46.5,Normal,None,0.0,0.0,0.0
338,338,Slaking,3.0,Lazy Pokemon,['Truant'],2.0,130.5,Normal,None,0.0,0.0,0.0
339,339,Nincada,3.0,Trainee Pokemon,"['Compound Eyes', 'Run Away']",0.5,5.5,Bug,Ground,0.0,0.0,0.0
340,340,Ninjask,3.0,Ninja Pokemon,"['Speed Boost', 'Infiltrator']",0.8,12.0,Bug,Flying,0.0,0.0,0.0
341,341,Shedinja,3.0,Shed Pokemon,['Wonder Guard'],0.8,1.2,Bug,Ghost,0.0,0.0,0.0
342,342,Whismur,3.0,Whisper Pokemon,"['Soundproof', 'Rattled']",0.6,16.3,Normal,None,0.0,0.0,0.0
343,343,Loudred,3.0,Big Voice Pokemon,"['Soundproof', 'Scrappy']",1.0,40.5,Normal,None,0.0,0.0,0.0
344,344,Exploud,3.0,Loud Noise Pokemon,"['Soundproof', 'Scrappy']",1.5,84.0,Normal,None,0.0,0.0,0.0
345,345,Makuhita,3.0,Guts Pokemon,"['Thick Fat', 'Guts', 'Sheer Force']",1.0,86.4,Fighting,None,0.0,0.0,0.0
346,346,Hariyama,3.0,Arm Thrust Pokemon,"['Thick Fat', 'Guts', 'Sheer Force']",2.3,253.8,Fighting,None,0.0,0.0,0.0
347,347,Azurill,3.0,Polka Dot Pokemon,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.2,2.0,Normal,Fairy,0.0,0.0,0.0
348,348,Nosepass,3.0,Compass Pokemon,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,97.0,Rock,None,0.0,0.0,0.0
349,349,Skitty,3.0,Kitten Pokemon,"['Cute Charm', 'Normalize', 'Wonder Skin']",0.6,11.0,Normal,None,0.0,0.0,0.0
350,350,Delcatty,3.0,Prim Pokemon,"['Cute Charm', 'Normalize', 'Wonder Skin']",1.1,32.6,Normal,None,0.0,0.0,0.0
351,351,Sableye,3.0,Darkness Pokemon,"['Keen Eye', 'Stall', 'Prankster']",0.5,11.0,Dark,Ghost,0.0,0.0,0.0
352,352,Mega Sableye,3.0,Darkness Pokemon,['Magic Bounce'],0.5,161.0,Dark,Ghost,0.0,0.0,1.0
353,353,Mawile,3.0,Deceiver Pokemon,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.6,11.5,Steel,Fairy,0.0,0.0,0.0
354,354,Mega Mawile,3.0,Deceiver Pokemon,['Huge Power'],1.0,23.5,Steel,Fairy,0.0,0.0,1.0
355,355,Aron,3.0,Iron Armor Pokemon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.4,60.0,Steel,Rock,0.0,0.0,0.0
356,356,Lairon,3.0,Iron Armor Pokemon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.9,120.0,Steel,Rock,0.0,0.0,0.0
357,357,Aggron,3.0,Iron Armor Pokemon,"['Sturdy', 'Rock Head', 'Heavy Metal']",2.1,360.0,Steel,Rock,0.0,0.0,0.0
358,358,Mega Aggron,3.0,Iron Armor Pokemon,['Filter'],2.2,395.0,Steel,None,0.0,0.0,1.0
359,359,Meditite,3.0,Meditate Pokemon,"['Pure Power', 'Telepathy']",0.6,11.2,Fighting,Psychic,0.0,0.0,0.0
360,360,Medicham,3.0,Meditate Pokemon,"['Pure Power', 'Telepathy']",1.3,31.5,Fighting,Psychic,0.0,0.0,0.0
361,361,Mega Medicham,3.0,Meditate Pokemon,['Pure Power'],1.3,31.5,Fighting,Psychic,0.0,0.0,1.0
362,362,Electrike,3.0,Lightning Pokemon,"['Static', 'Lightning Rod', 'Minus']",0.6,15.2,Electric,None,0.0,0.0,0.0
363,363,Manectric,3.0,Discharge Pokemon,"['Static', 'Lightning Rod', 'Minus']",1.5,40.2,Electric,None,0.0,0.0,0.0
364,364,Mega Manectric,3.0,Discharge Pokemon,['Intimidate'],1.8,44.0,Electric,None,0.0,0.0,1.0
365,365,Plusle,3.0,Cheering Pokemon,"['Plus', 'Lightning Rod']",0.4,4.2,Electric,None,0.0,0.0,0.0
366,366,Minun,3.0,Cheering Pokemon,"['Minus', 'Volt Absorb']",0.4,4.2,Electric,None,0.0,0.0,0.0
367,367,Volbeat,3.0,Firefly Pokemon,"['Illuminate', 'Swarm', 'Prankster']",0.7,17.7,Bug,None,0.0,0.0,0.0
368,368,Illumise,3.0,Firefly Pokemon,"['Oblivious', 'Tinted Lens', 'Prankster']",0.6,17.7,Bug,None,0.0,0.0,0.0
369,369,Roselia,3.0,Thorn Pokemon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.3,2.0,Grass,Poison,0.0,0.0,0.0
370,370,Gulpin,3.0,Stomach Pokemon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.4,10.3,Poison,None,0.0,0.0,0.0
371,371,Swalot,3.0,Poison Bag Pokemon,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1.7,80.0,Poison,None,0.0,0.0,0.0
372,372,Carvanha,3.0,Savage Pokemon,"['Rough Skin', 'Speed Boost']",0.8,20.8,Water,Dark,0.0,0.0,0.0
373,373,Sharpedo,3.0,Brutal Pokemon,"['Rough Skin', 'Speed Boost']",1.8,88.8,Water,Dark,0.0,0.0,0.0
374,374,Mega Sharpedo,3.0,Brutal Pokemon,['Strong Jaw'],2.5,130.3,Water,Dark,0.0,0.0,1.0
375,375,Wailmer,3.0,Ball Whale Pokemon,"['Water Veil', 'Oblivious', 'Pressure']",2.0,130.0,Water,None,0.0,0.0,0.0
376,377,Numel,3.0,Numb Pokemon,"['Oblivious', 'Simple', 'Own Tempo']",0.7,24.0,Fire,Ground,0.0,0.0,0.0
377,378,Camerupt,3.0,Eruption Pokemon,"['Magma Armor', 'Solid Rock', 'Anger Point']",1.9,220.0,Fire,Ground,0.0,0.0,0.0
378,379,Mega Camerupt,3.0,Eruption Pokemon,['Sheer Force'],2.5,320.5,Fire,Ground,0.0,0.0,1.0
379,380,Torkoal,3.0,Coal Pokemon,"['White Smoke', 'Drought', 'Shell Armor']",0.5,80.4,Fire,None,0.0,0.0,0.0
380,381,Spoink,3.0,Bounce Pokemon,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.7,30.6,Psychic,None,0.0,0.0,0.0
381,382,Grumpig,3.0,Manipulate Pokemon,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.9,71.5,Psychic,None,0.0,0.0,0.0
